"","vairable","coefficients"
"1","(Intercept)",-265.678857389526
"2","age",-2.12339459651383
"3","height",1.91430515148756
"4","hip",6.01663957609277
"5","wrist",-11.8612305220359
"6","age:weight",-0.00434623624586747
"7","age:height",0.00449547810552599
"8","age:wrist",0.101111652794227
"9","height:weight",0.0096890658695616
"10","weight:chest",-0.00898809988786118
"11","height:hip",-0.0330834666299174
"12","wrist:chest",0.0404526981928006
