"","vairable","coefficients"
"1","(Intercept)",-48.0072504350801
"2","hip",1.27253573079652
"3","height:hip",-0.00297215797092711
"4","abdomen:neck",0.0216282944397805
"5","hip:neck",-0.0239823087192233
"6","height:forearm",0.00654955084837439
"7","forearm:wrist",-0.0491607870492823
